DELETE	NUMBER - Project	NUMBER - Originator	NUMBER - Volume OR System	NUMBER - Type	NUMBER - Discipline	NUMBER - Series	NUMBER - Level	NUMBER - Zone or Sequence	DRAWING TITLE - Title 1	DRAWING TITLE - Title 2 (Category)		DRAWING TITLE - Title 3	REVIT SHEET NUMBER	DRAWING NUMBER	DRAWING TITLE	OWNERSHIP	STUDIO RESPONSIBILITY	MODEL LOCATION	REVISION OFFSET	CURRENT ACONEX REVISION	TO BE ISSUED REVISION	SCALE	PRINT	TYPE	DISCIPLINE	PHASE	LEVEL	ORIGINATOR	SECTION	200303	200228	200221	200219	200214	200206	200203	200131	200124	200123	200122
	SFS	COX	01	DR	AR	29	L0	06	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		BASEMENT  ZONE F	AR29L006	SFS-COX-01-DR-AR29L006	WATERPROOFING PLAN - BASEMENT  ZONE F		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	06 - Building Zone F											
	SFS	COX	01	DR	AR	29	L1M	01	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		CONCOURSE MEZZANINE ZONE A	AR29L1M01	SFS-COX-01-DR-AR29L1M01	WATERPROOFING PLAN - CONCOURSE MEZZANINE ZONE A		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L1M - Concourse Mezzanine	COX Architects	01 - Building Zone A											
	SFS	COX	01	DR	AR	29	L1M	02	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		CONCOURSE MEZZANINE ZONE B	AR29L1M02	SFS-COX-01-DR-AR29L1M02	WATERPROOFING PLAN - CONCOURSE MEZZANINE ZONE B		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L1M - Concourse Mezzanine	COX Architects	02 - Building Zone B											
	SFS	COX	01	DR	AR	29	L1M	03	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		CONCOURSE MEZZANINE ZONE C	AR29L1M03	SFS-COX-01-DR-AR29L1M03	WATERPROOFING PLAN - CONCOURSE MEZZANINE ZONE C		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L1M - Concourse Mezzanine	COX Architects	03 - Building Zone C											
	SFS	COX	01	DR	AR	29	L1M	04	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		CONCOURSE MEZZANINE ZONE D	AR29L1M04	SFS-COX-01-DR-AR29L1M04	WATERPROOFING PLAN - CONCOURSE MEZZANINE ZONE D		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L1M - Concourse Mezzanine	COX Architects	04 - Building Zone D											
	SFS	COX	01	DR	AR	29	L1M	05	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		CONCOURSE MEZZANINE ZONE E	AR29L1M05	SFS-COX-01-DR-AR29L1M05	WATERPROOFING PLAN - CONCOURSE MEZZANINE ZONE E		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L1M - Concourse Mezzanine	COX Architects	05 - Building Zone E											
	SFS	COX	01	DR	AR	29	L1M	06	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		CONCOURSE MEZZANINE ZONE F	AR29L1M06	SFS-COX-01-DR-AR29L1M06	WATERPROOFING PLAN - CONCOURSE MEZZANINE ZONE F		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L1M - Concourse Mezzanine	COX Architects	06 - Building Zone F											
	SFS	COX	01	DR	AR	29	L1	01	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		CONCOURSE ZONE A	AR29L101	SFS-COX-01-DR-AR29L101	WATERPROOFING PLAN - CONCOURSE ZONE A		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	01 - Building Zone A											
	SFS	COX	01	DR	AR	29	L1	02	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		CONCOURSE ZONE B	AR29L102	SFS-COX-01-DR-AR29L102	WATERPROOFING PLAN - CONCOURSE ZONE B		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	02 - Building Zone B											
	SFS	COX	01	DR	AR	29	L1	03	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		CONCOURSE ZONE C	AR29L103	SFS-COX-01-DR-AR29L103	WATERPROOFING PLAN - CONCOURSE ZONE C		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	03 - Building Zone C											
	SFS	COX	01	DR	AR	29	L1	04	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		CONCOURSE ZONE D	AR29L104	SFS-COX-01-DR-AR29L104	WATERPROOFING PLAN - CONCOURSE ZONE D		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	04 - Building Zone D											
	SFS	COX	01	DR	AR	29	L1	05	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		CONCOURSE ZONE E	AR29L105	SFS-COX-01-DR-AR29L105	WATERPROOFING PLAN - CONCOURSE ZONE E		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	05 - Building Zone E											
	SFS	COX	01	DR	AR	29	L1	06	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		CONCOURSE ZONE F	AR29L106	SFS-COX-01-DR-AR29L106	WATERPROOFING PLAN - CONCOURSE ZONE F		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	06 - Building Zone F											
	SFS	COX	01	DR	AR	29	L2	01	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		LEVEL 2 ZONE A	AR29L201	SFS-COX-01-DR-AR29L201	WATERPROOFING PLAN - LEVEL 2 ZONE A		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	01 - Building Zone A											
	SFS	COX	01	DR	AR	29	L2	02	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		LEVEL 2 ZONE B	AR29L202	SFS-COX-01-DR-AR29L202	WATERPROOFING PLAN - LEVEL 2 ZONE B		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	02 - Building Zone B											
	SFS	COX	01	DR	AR	29	L2	03	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		LEVEL 2 ZONE C	AR29L203	SFS-COX-01-DR-AR29L203	WATERPROOFING PLAN - LEVEL 2 ZONE C		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	03 - Building Zone C											
	SFS	COX	01	DR	AR	29	L2	04	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		LEVEL 2 ZONE D	AR29L204	SFS-COX-01-DR-AR29L204	WATERPROOFING PLAN - LEVEL 2 ZONE D		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	04 - Building Zone D											
	SFS	COX	01	DR	AR	29	L2	05	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		LEVEL 2 ZONE E	AR29L205	SFS-COX-01-DR-AR29L205	WATERPROOFING PLAN - LEVEL 2 ZONE E		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	05 - Building Zone E											
	SFS	COX	01	DR	AR	29	L2	06	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		LEVEL 2 ZONE F	AR29L206	SFS-COX-01-DR-AR29L206	WATERPROOFING PLAN - LEVEL 2 ZONE F		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	06 - Building Zone F											
	SFS	COX	01	DR	AR	29	L3	01	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		LEVEL 3 ZONE A	AR29L301	SFS-COX-01-DR-AR29L301	WATERPROOFING PLAN - LEVEL 3 ZONE A		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	01 - Building Zone A											
	SFS	COX	01	DR	AR	29	L3	02	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		LEVEL 3 ZONE B	AR29L302	SFS-COX-01-DR-AR29L302	WATERPROOFING PLAN - LEVEL 3 ZONE B		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	02 - Building Zone B											
	SFS	COX	01	DR	AR	29	L3	03	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		LEVEL 3 ZONE C	AR29L303	SFS-COX-01-DR-AR29L303	WATERPROOFING PLAN - LEVEL 3 ZONE C		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	03 - Building Zone C											
	SFS	COX	01	DR	AR	29	L3	04	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		LEVEL 3 ZONE D	AR29L304	SFS-COX-01-DR-AR29L304	WATERPROOFING PLAN - LEVEL 3 ZONE D		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	04 - Building Zone D											
	SFS	COX	01	DR	AR	29	L3	05	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		LEVEL 3 ZONE E	AR29L305	SFS-COX-01-DR-AR29L305	WATERPROOFING PLAN - LEVEL 3 ZONE E		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	05 - Building Zone E											
	SFS	COX	01	DR	AR	29	L3	06	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		LEVEL 3 ZONE F	AR29L306	SFS-COX-01-DR-AR29L306	WATERPROOFING PLAN - LEVEL 3 ZONE F		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	06 - Building Zone F											
	SFS	COX	01	DR	AR	29	L4	01	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		LEVEL 4 ZONE A	AR29L401	SFS-COX-01-DR-AR29L401	WATERPROOFING PLAN - LEVEL 4 ZONE A		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	01 - Building Zone A											
	SFS	COX	01	DR	AR	29	L4	02	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		LEVEL 4 ZONE B	AR29L402	SFS-COX-01-DR-AR29L402	WATERPROOFING PLAN - LEVEL 4 ZONE B		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	02 - Building Zone B											
	SFS	COX	01	DR	AR	29	L4	03	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		LEVEL 4 ZONE C	AR29L403	SFS-COX-01-DR-AR29L403	WATERPROOFING PLAN - LEVEL 4 ZONE C		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	03 - Building Zone C											
	SFS	COX	01	DR	AR	29	L4	04	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		LEVEL 4 ZONE D	AR29L404	SFS-COX-01-DR-AR29L404	WATERPROOFING PLAN - LEVEL 4 ZONE D		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	04 - Building Zone D											
	SFS	COX	01	DR	AR	29	L4	05	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		LEVEL 4 ZONE E	AR29L405	SFS-COX-01-DR-AR29L405	WATERPROOFING PLAN - LEVEL 4 ZONE E		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	05 - Building Zone E											
	SFS	COX	01	DR	AR	29	L4	06	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		LEVEL 4 ZONE F	AR29L406	SFS-COX-01-DR-AR29L406	WATERPROOFING PLAN - LEVEL 4 ZONE F		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	06 - Building Zone F											
	SFS	COX	01	DR	AR	29	L5	01	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		LEVEL 5 ZONE A	AR29L501	SFS-COX-01-DR-AR29L501	WATERPROOFING PLAN - LEVEL 5 ZONE A		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L5 - Level 5	COX Architects	01 - Building Zone A											
	SFS	COX	01	DR	AR	29	L5	02	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		LEVEL 5 ZONE B	AR29L502	SFS-COX-01-DR-AR29L502	WATERPROOFING PLAN - LEVEL 5 ZONE B		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L5 - Level 5	COX Architects	02 - Building Zone B											
	SFS	COX	01	DR	AR	29	L5	03	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		LEVEL 5 ZONE C	AR29L503	SFS-COX-01-DR-AR29L503	WATERPROOFING PLAN - LEVEL 5 ZONE C		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L5 - Level 5	COX Architects	03 - Building Zone C											
	SFS	COX	01	DR	AR	29	L5	04	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		LEVEL 5 ZONE D	AR29L504	SFS-COX-01-DR-AR29L504	WATERPROOFING PLAN - LEVEL 5 ZONE D		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L5 - Level 5	COX Architects	04 - Building Zone D											
	SFS	COX	01	DR	AR	29	L5	05	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		LEVEL 5 ZONE E	AR29L505	SFS-COX-01-DR-AR29L505	WATERPROOFING PLAN - LEVEL 5 ZONE E		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L5 - Level 5	COX Architects	05 - Building Zone E											
	SFS	COX	01	DR	AR	29	L5	06	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		LEVEL 5 ZONE F	AR29L506	SFS-COX-01-DR-AR29L506	WATERPROOFING PLAN - LEVEL 5 ZONE F		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	L5 - Level 5	COX Architects	06 - Building Zone F											
	SFS	COX	01	DR	AR	29	B1	03	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		LOWER BASEMENT ZONE D	AR29B103	SFS-COX-01-DR-AR29B103	WATERPROOFING PLAN - LOWER BASEMENT ZONE D		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	B1 - Lower Basement	COX Architects	03 - Building Zone C											
	SFS	COX	01	DR	AR	29	B1	04	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		LOWER BASEMENT ZONE E	AR29B104	SFS-COX-01-DR-AR29B104	WATERPROOFING PLAN - LOWER BASEMENT ZONE E		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	B1 - Lower Basement	COX Architects	04 - Building Zone D											
	SFS	COX	01	DR	AR	29	RF	01	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		ROOF ZONE A	AR29RF01	SFS-COX-01-DR-AR29RF01	WATERPROOFING PLAN - ROOF ZONE A		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	RF - Roof	COX Architects	01 - Building Zone A											
	SFS	COX	01	DR	AR	29	RF	02	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		ROOF ZONE B	AR29RF02	SFS-COX-01-DR-AR29RF02	WATERPROOFING PLAN - ROOF ZONE B		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	RF - Roof	COX Architects	02 - Building Zone B											
	SFS	COX	01	DR	AR	29	RF	03	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		ROOF ZONE C	AR29RF03	SFS-COX-01-DR-AR29RF03	WATERPROOFING PLAN - ROOF ZONE C		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	RF - Roof	COX Architects	03 - Building Zone C											
	SFS	COX	01	DR	AR	29	RF	04	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		ROOF ZONE D	AR29RF04	SFS-COX-01-DR-AR29RF04	WATERPROOFING PLAN - ROOF ZONE D		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	RF - Roof	COX Architects	04 - Building Zone D											
	SFS	COX	01	DR	AR	29	RF	05	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		ROOF ZONE E	AR29RF05	SFS-COX-01-DR-AR29RF05	WATERPROOFING PLAN - ROOF ZONE E		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	RF - Roof	COX Architects	05 - Building Zone E											
	SFS	COX	01	DR	AR	29	RF	06	ARCHITECTURAL SERVICES	WATERPROOFING PLAN		ROOF ZONE F	AR29RF06	SFS-COX-01-DR-AR29RF06	WATERPROOFING PLAN - ROOF ZONE F		PERTH	ARCHITECTURE		0	1	200	A0	2D Drawing	Architectural	Design Development	RF - Roof	COX Architects	06 - Building Zone F											
	SFS	COX	01	DR	AR	31	XX	~02	ARCHITECTURAL SERVICES	ELEVATION		EAST AND WEST	AR31XX02	SFS-COX-01-DR-AR31XX02	ELEVATION - EAST AND WEST		MELBOURNE	FACADE		3	4	250	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence					X	X		X	X		
	SFS	COX	01	DR	AR	31	XX	~09	ARCHITECTURAL SERVICES	ELEVATION		EAST SHEET 01	AR31XX09	SFS-COX-01-DR-AR31XX09	ELEVATION - EAST SHEET 01		MELBOURNE	FACADE		1	2	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence						X					
	SFS	COX	01	DR	AR	31	XX	~10	ARCHITECTURAL SERVICES	ELEVATION		EAST SHEET 02	AR31XX10	SFS-COX-01-DR-AR31XX10	ELEVATION - EAST SHEET 02		MELBOURNE	FACADE		1	2	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence						X					
	SFS	COX	01	DR	AR	31	XX	~11	ARCHITECTURAL SERVICES	ELEVATION		EAST SHEET 03	AR31XX11	SFS-COX-01-DR-AR31XX11	ELEVATION - EAST SHEET 03		MELBOURNE	FACADE		1	2	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence						X					
	SFS	COX	01	DR	AR	31	XX	~01	ARCHITECTURAL SERVICES	ELEVATION		NORTH AND SOUTH	AR31XX01	SFS-COX-01-DR-AR31XX01	ELEVATION - NORTH AND SOUTH		MELBOURNE	FACADE		3	4	250	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence					X	X		X	X		
	SFS	COX	01	DR	AR	31	XX	~03	ARCHITECTURAL SERVICES	ELEVATION		NORTH SHEET 01	AR31XX03	SFS-COX-01-DR-AR31XX03	ELEVATION - NORTH SHEET 01		MELBOURNE	FACADE		1	2	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence						X					
	SFS	COX	01	DR	AR	31	XX	~04	ARCHITECTURAL SERVICES	ELEVATION		NORTH SHEET 02	AR31XX04	SFS-COX-01-DR-AR31XX04	ELEVATION - NORTH SHEET 02		MELBOURNE	FACADE		1	2	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence						X					
	SFS	COX	01	DR	AR	31	XX	~05	ARCHITECTURAL SERVICES	ELEVATION		NORTH SHEET 03	AR31XX05	SFS-COX-01-DR-AR31XX05	ELEVATION - NORTH SHEET 03		MELBOURNE	FACADE		1	2	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence						X					
	SFS	COX	01	DR	AR	31	XX	~06	ARCHITECTURAL SERVICES	ELEVATION		SOUTH SHEET 01	AR31XX06	SFS-COX-01-DR-AR31XX06	ELEVATION - SOUTH SHEET 01		MELBOURNE	FACADE		1	2	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence						X					
	SFS	COX	01	DR	AR	31	XX	~07	ARCHITECTURAL SERVICES	ELEVATION		SOUTH SHEET 02	AR31XX07	SFS-COX-01-DR-AR31XX07	ELEVATION - SOUTH SHEET 02		MELBOURNE	FACADE		1	2	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence						X					
	SFS	COX	01	DR	AR	31	XX	~08	ARCHITECTURAL SERVICES	ELEVATION		SOUTH SHEET 03	AR31XX08	SFS-COX-01-DR-AR31XX08	ELEVATION - SOUTH SHEET 03		MELBOURNE	FACADE		1	2	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence						X					
	SFS	COX	01	DR	AR	31	XX	~12	ARCHITECTURAL SERVICES	ELEVATION		WEST SHEET 01	AR31XX12	SFS-COX-01-DR-AR31XX12	ELEVATION - WEST SHEET 01		MELBOURNE	FACADE		1	2	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence						X					
	SFS	COX	01	DR	AR	31	XX	~13	ARCHITECTURAL SERVICES	ELEVATION		WEST SHEET 02	AR31XX13	SFS-COX-01-DR-AR31XX13	ELEVATION - WEST SHEET 02		MELBOURNE	FACADE		1	2	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence						X					
	SFS	COX	01	DR	AR	31	XX	~14	ARCHITECTURAL SERVICES	ELEVATION		WEST SHEET 03	AR31XX14	SFS-COX-01-DR-AR31XX14	ELEVATION - WEST SHEET 03		MELBOURNE	FACADE		1	2	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence						X					
	SFS	COX	01	DR	AR	33	XX	~09	ARCHITECTURAL SERVICES	CLADDING ELEVATION		EAST BUILDING GRID 16-20	AR33XX09	SFS-COX-01-DR-AR33XX09	CLADDING ELEVATION - EAST BUILDING GRID 16-20		MELBOURNE	FACADE		1	2	200	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence						X					
	SFS	COX	01	DR	AR	33	XX	~10	ARCHITECTURAL SERVICES	CLADDING ELEVATION		EAST BUILDING GRID 20-23	AR33XX10	SFS-COX-01-DR-AR33XX10	CLADDING ELEVATION - EAST BUILDING GRID 20-23		MELBOURNE	FACADE		1	2	200	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence						X					
	SFS	COX	01	DR	AR	33	XX	~11	ARCHITECTURAL SERVICES	CLADDING ELEVATION		EAST BUILDING GRID 23-27	AR33XX11	SFS-COX-01-DR-AR33XX11	CLADDING ELEVATION - EAST BUILDING GRID 23-27		MELBOURNE	FACADE		1	2	200	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence						X					
	SFS	COX	01	DR	AR	33	XX	~01	ARCHITECTURAL SERVICES	CLADDING ELEVATION		NORTH BUILDING GRID 81-4	AR33XX01	SFS-COX-01-DR-AR33XX01	CLADDING ELEVATION - NORTH BUILDING GRID 81-4		MELBOURNE	FACADE		1	2	200	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence						X					
	SFS	COX	01	DR	AR	33	XX	~02	ARCHITECTURAL SERVICES	CLADDING ELEVATION		NORTH EAST BUILDING GRID 4-16	AR33XX02	SFS-COX-01-DR-AR33XX02	CLADDING ELEVATION - NORTH EAST BUILDING GRID 4-16		MELBOURNE	FACADE		1	2	200	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence						X					
	SFS	COX	01	DR	AR	33	XX	~03	ARCHITECTURAL SERVICES	CLADDING ELEVATION		NORTH WEST GRID 69-81	AR33XX03	SFS-COX-01-DR-AR33XX03	CLADDING ELEVATION - NORTH WEST GRID 69-81		MELBOURNE	FACADE		1	2	200	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence						X					
	SFS	COX	01	DR	AR	33	XX	~04	ARCHITECTURAL SERVICES	CLADDING ELEVATION		SOUTH BUILDING GRID 39-46	AR33XX04	SFS-COX-01-DR-AR33XX04	CLADDING ELEVATION - SOUTH BUILDING GRID 39-46		MELBOURNE	FACADE		1	2	200	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence						X					
	SFS	COX	01	DR	AR	33	XX	~05	ARCHITECTURAL SERVICES	CLADDING ELEVATION		SOUTH EAST BUILDING GRID 27-39	AR33XX05	SFS-COX-01-DR-AR33XX05	CLADDING ELEVATION - SOUTH EAST BUILDING GRID 27-39		MELBOURNE	FACADE		1	2	200	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence						X					
	SFS	COX	01	DR	AR	33	XX	~08	ARCHITECTURAL SERVICES	CLADDING ELEVATION		SOUTH WEST BUILDING GRID 46-58	AR33XX08	SFS-COX-01-DR-AR33XX08	CLADDING ELEVATION - SOUTH WEST BUILDING GRID 46-58		MELBOURNE	FACADE		1	2	200	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence						X					
	SFS	COX	01	DR	AR	33	XX	~06	ARCHITECTURAL SERVICES	CLADDING ELEVATION		SOUTH WEST SHADE GRID 1-13	AR33XX06	SFS-COX-01-DR-AR33XX06	CLADDING ELEVATION - SOUTH WEST SHADE GRID 1-13		MELBOURNE	FACADE		0	1	200	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence											
	SFS	COX	01	DR	AR	33	XX	~07	ARCHITECTURAL SERVICES	CLADDING ELEVATION		SOUTH WEST SHADE GRID 13-24	AR33XX07	SFS-COX-01-DR-AR33XX07	CLADDING ELEVATION - SOUTH WEST SHADE GRID 13-24		MELBOURNE	FACADE		0	1	200	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence											
	SFS	COX	01	DR	AR	33	XX	~12	ARCHITECTURAL SERVICES	CLADDING ELEVATION		WEST BUILDING GRID 58-62	AR33XX12	SFS-COX-01-DR-AR33XX12	CLADDING ELEVATION - WEST BUILDING GRID 58-62		MELBOURNE	FACADE		1	2	200	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence						X					
	SFS	COX	01	DR	AR	33	XX	~13	ARCHITECTURAL SERVICES	CLADDING ELEVATION		WEST BUILDING GRID 62-65	AR33XX13	SFS-COX-01-DR-AR33XX13	CLADDING ELEVATION - WEST BUILDING GRID 62-65		MELBOURNE	FACADE		1	2	200	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence						X					
	SFS	COX	01	DR	AR	33	XX	~14	ARCHITECTURAL SERVICES	CLADDING ELEVATION		WEST BUILDING GRID 65-69	AR33XX14	SFS-COX-01-DR-AR33XX14	CLADDING ELEVATION - WEST BUILDING GRID 65-69		MELBOURNE	FACADE		1	2	200	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence						X					
	SFS	COX	01	DR	AR	35	XX	~02	ARCHITECTURAL SERVICES	INTERNAL GLAZING ELEVATION		EAST STAND LEVEL 2-3	AR35XX02	SFS-COX-01-DR-AR35XX02	INTERNAL GLAZING ELEVATION - EAST STAND LEVEL 2-3		MELBOURNE	FACADE		1	2	200	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence					X						
