																															Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Information 	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Approval	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Early Works
	SFS	COX	01	DR	AR	54	XX	~20	ARCHITECTURAL SERVICES	STAIR DETAIL		CORE 10 & 11 - STAIR 18,19,42 PLAN	AR54XX20	SFS-COX-01-DR-AR54XX20	STAIR DETAIL - CORE 10 & 11 - STAIR 18,19,42 PLAN		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	54	XX	~21	ARCHITECTURAL SERVICES	STAIR DETAIL		CORE 10 & 11 - STAIR 18,19,42 SECTION	AR54XX21	SFS-COX-01-DR-AR54XX21	STAIR DETAIL - CORE 10 & 11 - STAIR 18,19,42 SECTION		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	54	XX	~22	ARCHITECTURAL SERVICES	STAIR DETAIL		CORE 10 & 11 - STAIR 18,19,42 AXONOMETRIC	AR54XX22	SFS-COX-01-DR-AR54XX22	STAIR DETAIL - CORE 10 & 11 - STAIR 18,19,42 AXONOMETRIC		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	54	XX	~23	ARCHITECTURAL SERVICES	STAIR DETAIL		CORE 12 - STAIR 14,15 PLAN	AR54XX23	SFS-COX-01-DR-AR54XX23	STAIR DETAIL - CORE 12 - STAIR 14,15 PLAN		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	54	XX	~24	ARCHITECTURAL SERVICES	STAIR DETAIL		CORE 12 - STAIR 14,15 SECTION	AR54XX24	SFS-COX-01-DR-AR54XX24	STAIR DETAIL - CORE 12 - STAIR 14,15 SECTION		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	54	XX	~25	ARCHITECTURAL SERVICES	STAIR DETAIL		MISCELLANEOUS BASEMENT STAIRS	AR54XX25	SFS-COX-01-DR-AR54XX25	STAIR DETAIL - MISCELLANEOUS BASEMENT STAIRS		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	54	XX	~26	ARCHITECTURAL SERVICES	STAIR DETAIL		MISCELLANEOUS BASEMENT STAIRS	AR54XX26	SFS-COX-01-DR-AR54XX26	STAIR DETAIL - MISCELLANEOUS BASEMENT STAIRS		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	54	XX	~27	ARCHITECTURAL SERVICES	STAIR DETAIL		MISCELLANEOUS BASEMENT STAIRS	AR54XX27	SFS-COX-01-DR-AR54XX27	STAIR DETAIL - MISCELLANEOUS BASEMENT STAIRS		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	54	XX	~28	ARCHITECTURAL SERVICES	STAIR DETAIL		MISCELLANEOUS CONCOURSE STAIRS	AR54XX28	SFS-COX-01-DR-AR54XX28	STAIR DETAIL - MISCELLANEOUS CONCOURSE STAIRS		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	54	XX	~29	ARCHITECTURAL SERVICES	STAIR DETAIL		MISCELLANEOUS CONCOURSE STAIRS	AR54XX29	SFS-COX-01-DR-AR54XX29	STAIR DETAIL - MISCELLANEOUS CONCOURSE STAIRS		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	54	XX	~30	ARCHITECTURAL SERVICES	STAIR DETAIL		MISCELLANEOUS CONCOURSE STAIRS	AR54XX30	SFS-COX-01-DR-AR54XX30	STAIR DETAIL - MISCELLANEOUS CONCOURSE STAIRS		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	54	XX	~31	ARCHITECTURAL SERVICES	STAIR DETAIL		CONSTRUCTION DETAILS - SHEET 01	AR54XX31	SFS-COX-01-DR-AR54XX31	STAIR DETAIL - CONSTRUCTION DETAILS - SHEET 01		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	54	XX	~32	ARCHITECTURAL SERVICES	STAIR DETAIL		CONSTRUCTION DETAILS - SHEET 02	AR54XX32	SFS-COX-01-DR-AR54XX32	STAIR DETAIL - CONSTRUCTION DETAILS - SHEET 02		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	54	XX	~33	ARCHITECTURAL SERVICES	STAIR DETAIL		CONSTRUCTION DETAILS - SHEET 03	AR54XX33	SFS-COX-01-DR-AR54XX33	STAIR DETAIL - CONSTRUCTION DETAILS - SHEET 03		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	56	L0	01	ARCHITECTURAL SERVICES	FURNITURE PLANS		BASEMENT ZONE A	AR56L001	SFS-COX-01-DR-AR56L001	FURNITURE PLANS - BASEMENT ZONE A		SYDNEY	INTERIORS			1	2	200	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	01 - Building Zone A															X						
	SFS	COX	01	DR	AR	56	L0	02	ARCHITECTURAL SERVICES	FURNITURE PLANS		BASEMENT ZONE B	AR56L002	SFS-COX-01-DR-AR56L002	FURNITURE PLANS - BASEMENT ZONE B		SYDNEY	INTERIORS			1	2	200	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	02 - Building Zone B															X						
	SFS	COX	01	DR	AR	56	L0	03	ARCHITECTURAL SERVICES	FURNITURE PLANS		BASEMENT ZONE C	AR56L003	SFS-COX-01-DR-AR56L003	FURNITURE PLANS - BASEMENT ZONE C		SYDNEY	INTERIORS			1	2	200	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	03 - Building Zone C															X						
	SFS	COX	01	DR	AR	56	L0	04	ARCHITECTURAL SERVICES	FURNITURE PLANS		BASEMENT ZONE D	AR56L004	SFS-COX-01-DR-AR56L004	FURNITURE PLANS - BASEMENT ZONE D		SYDNEY	INTERIORS			1	2	200	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	04 - Building Zone D															X						
	SFS	COX	01	DR	AR	56	L0	05	ARCHITECTURAL SERVICES	FURNITURE PLANS		BASEMENT ZONE E	AR56L005	SFS-COX-01-DR-AR56L005	FURNITURE PLANS - BASEMENT ZONE E		SYDNEY	INTERIORS			1	2	200	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	05 - Building Zone E															X						
	SFS	COX	01	DR	AR	56	L0	06	ARCHITECTURAL SERVICES	FURNITURE PLANS		BASEMENT ZONE F	AR56L006	SFS-COX-01-DR-AR56L006	FURNITURE PLANS - BASEMENT ZONE F		SYDNEY	INTERIORS			1	2	200	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	06 - Building Zone F															X						
	SFS	COX	01	DR	AR	56	L1	01	ARCHITECTURAL SERVICES	FURNITURE PLANS		CONCOURSE ZONE A	AR56L101	SFS-COX-01-DR-AR56L101	FURNITURE PLANS - CONCOURSE ZONE A		SYDNEY	INTERIORS			1	2	200	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	01 - Building Zone A															X						
	SFS	COX	01	DR	AR	56	L1	02	ARCHITECTURAL SERVICES	FURNITURE PLANS		CONCOURSE ZONE B	AR56L102	SFS-COX-01-DR-AR56L102	FURNITURE PLANS - CONCOURSE ZONE B		SYDNEY	INTERIORS			1	2	200	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	02 - Building Zone B															X						
	SFS	COX	01	DR	AR	56	L1	03	ARCHITECTURAL SERVICES	FURNITURE PLANS		CONCOURSE ZONE C	AR56L103	SFS-COX-01-DR-AR56L103	FURNITURE PLANS - CONCOURSE ZONE C		SYDNEY	INTERIORS			1	2	200	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	03 - Building Zone C															X						
	SFS	COX	01	DR	AR	56	L1	04	ARCHITECTURAL SERVICES	FURNITURE PLANS		CONCOURSE ZONE D	AR56L104	SFS-COX-01-DR-AR56L104	FURNITURE PLANS - CONCOURSE ZONE D		SYDNEY	INTERIORS			1	2	200	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	04 - Building Zone D															X						
	SFS	COX	01	DR	AR	56	L1	05	ARCHITECTURAL SERVICES	FURNITURE PLANS		CONCOURSE ZONE E	AR56L105	SFS-COX-01-DR-AR56L105	FURNITURE PLANS - CONCOURSE ZONE E		SYDNEY	INTERIORS			1	2	200	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	05 - Building Zone E															X						
	SFS	COX	01	DR	AR	56	L1	06	ARCHITECTURAL SERVICES	FURNITURE PLANS		CONCOURSE ZONE F	AR56L106	SFS-COX-01-DR-AR56L106	FURNITURE PLANS - CONCOURSE ZONE F		SYDNEY	INTERIORS			1	2	200	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	06 - Building Zone F															X						
	SFS	COX	01	DR	AR	56	L2	01	ARCHITECTURAL SERVICES	FURNITURE PLANS		LEVEL 2 ZONE A	AR56L201	SFS-COX-01-DR-AR56L201	FURNITURE PLANS - LEVEL 2 ZONE A		SYDNEY	INTERIORS			1	2	200	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	01 - Building Zone A															X						
	SFS	COX	01	DR	AR	56	L2	02	ARCHITECTURAL SERVICES	FURNITURE PLANS		LEVEL 2 ZONE B	AR56L202	SFS-COX-01-DR-AR56L202	FURNITURE PLANS - LEVEL 2 ZONE B		SYDNEY	INTERIORS			1	2	200	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	02 - Building Zone B															X						
	SFS	COX	01	DR	AR	56	L2	03	ARCHITECTURAL SERVICES	FURNITURE PLANS		LEVEL 2 ZONE C	AR56L203	SFS-COX-01-DR-AR56L203	FURNITURE PLANS - LEVEL 2 ZONE C		SYDNEY	INTERIORS			1	2	200	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	03 - Building Zone C															X						
	SFS	COX	01	DR	AR	56	L2	04	ARCHITECTURAL SERVICES	FURNITURE PLANS		LEVEL 2 ZONE D	AR56L204	SFS-COX-01-DR-AR56L204	FURNITURE PLANS - LEVEL 2 ZONE D		SYDNEY	INTERIORS			1	2	200	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	04 - Building Zone D															X						
	SFS	COX	01	DR	AR	56	L2	05	ARCHITECTURAL SERVICES	FURNITURE PLANS		LEVEL 2 ZONE E	AR56L205	SFS-COX-01-DR-AR56L205	FURNITURE PLANS - LEVEL 2 ZONE E		SYDNEY	INTERIORS			1	2	200	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	05 - Building Zone E															X						
	SFS	COX	01	DR	AR	56	L2	06	ARCHITECTURAL SERVICES	FURNITURE PLANS		LEVEL 2 ZONE F	AR56L206	SFS-COX-01-DR-AR56L206	FURNITURE PLANS - LEVEL 2 ZONE F		SYDNEY	INTERIORS			1	2	200	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	06 - Building Zone F															X						
	SFS	COX	01	DR	AR	56	L3	01	ARCHITECTURAL SERVICES	FURNITURE PLANS		LEVEL 3 ZONE A	AR56L301	SFS-COX-01-DR-AR56L301	FURNITURE PLANS - LEVEL 3 ZONE A		SYDNEY	INTERIORS			1	2	200	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	01 - Building Zone A															X						
	SFS	COX	01	DR	AR	56	L3	02	ARCHITECTURAL SERVICES	FURNITURE PLANS		LEVEL 3 ZONE B	AR56L302	SFS-COX-01-DR-AR56L302	FURNITURE PLANS - LEVEL 3 ZONE B		SYDNEY	INTERIORS			1	2	200	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	02 - Building Zone B															X						
	SFS	COX	01	DR	AR	56	L3	03	ARCHITECTURAL SERVICES	FURNITURE PLANS		LEVEL 3 ZONE C	AR56L303	SFS-COX-01-DR-AR56L303	FURNITURE PLANS - LEVEL 3 ZONE C		SYDNEY	INTERIORS			1	2	200	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	03 - Building Zone C															X						
	SFS	COX	01	DR	AR	56	L3	04	ARCHITECTURAL SERVICES	FURNITURE PLANS		LEVEL 3 ZONE D	AR56L304	SFS-COX-01-DR-AR56L304	FURNITURE PLANS - LEVEL 3 ZONE D		SYDNEY	INTERIORS			1	2	200	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	04 - Building Zone D															X						
	SFS	COX	01	DR	AR	56	L3	05	ARCHITECTURAL SERVICES	FURNITURE PLANS		LEVEL 3 ZONE E	AR56L305	SFS-COX-01-DR-AR56L305	FURNITURE PLANS - LEVEL 3 ZONE E		SYDNEY	INTERIORS			1	2	200	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	05 - Building Zone E															X						
	SFS	COX	01	DR	AR	56	L3	06	ARCHITECTURAL SERVICES	FURNITURE PLANS		LEVEL 3 ZONE F	AR56L306	SFS-COX-01-DR-AR56L306	FURNITURE PLANS - LEVEL 3 ZONE F		SYDNEY	INTERIORS			1	2	200	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	06 - Building Zone F															X						
	SFS	COX	01	DR	AR	56	L4	01	ARCHITECTURAL SERVICES	FURNITURE PLANS		LEVEL 4 ZONE A	AR56L401	SFS-COX-01-DR-AR56L401	FURNITURE PLANS - LEVEL 4 ZONE A		SYDNEY	INTERIORS			1	2	200	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	01 - Building Zone A															X						
	SFS	COX	01	DR	AR	56	L4	02	ARCHITECTURAL SERVICES	FURNITURE PLANS		LEVEL 4 ZONE B	AR56L402	SFS-COX-01-DR-AR56L402	FURNITURE PLANS - LEVEL 4 ZONE B		SYDNEY	INTERIORS			1	2	200	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	02 - Building Zone B															X						
	SFS	COX	01	DR	AR	56	L4	03	ARCHITECTURAL SERVICES	FURNITURE PLANS		LEVEL 4 ZONE C	AR56L403	SFS-COX-01-DR-AR56L403	FURNITURE PLANS - LEVEL 4 ZONE C		SYDNEY	INTERIORS			1	2	200	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	03 - Building Zone C															X						
	SFS	COX	01	DR	AR	56	L4	04	ARCHITECTURAL SERVICES	FURNITURE PLANS		LEVEL 4 ZONE D	AR56L404	SFS-COX-01-DR-AR56L404	FURNITURE PLANS - LEVEL 4 ZONE D		SYDNEY	INTERIORS			1	2	200	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	04 - Building Zone D															X						
	SFS	COX	01	DR	AR	56	L4	05	ARCHITECTURAL SERVICES	FURNITURE PLANS		LEVEL 4 ZONE E	AR56L405	SFS-COX-01-DR-AR56L405	FURNITURE PLANS - LEVEL 4 ZONE E		SYDNEY	INTERIORS			1	2	200	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	05 - Building Zone E															X						
	SFS	COX	01	DR	AR	56	L4	06	ARCHITECTURAL SERVICES	FURNITURE PLANS		LEVEL 4 ZONE F	AR56L406	SFS-COX-01-DR-AR56L406	FURNITURE PLANS - LEVEL 4 ZONE F		SYDNEY	INTERIORS			1	2	200	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	06 - Building Zone F															X						
	SFS	COX	01	DR	AR	57	L0	01	ARCHITECTURAL SERVICES	INTERIOR DETAILS		BASEMENT 	AR57L001	SFS-COX-01-DR-AR57L001	INTERIOR DETAILS - BASEMENT 		SYDNEY	INTERIORS			1	2	100	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	01 - Building Zone A															X						
	SFS	COX	01	DR	AR	57	L0	02	ARCHITECTURAL SERVICES	INTERIOR DETAILS		BASEMENT 	AR57L002	SFS-COX-01-DR-AR57L002	INTERIOR DETAILS - BASEMENT 		SYDNEY	INTERIORS			1	2	100	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	02 - Building Zone B															X						
	SFS	COX	01	DR	AR	57	L1	~01	ARCHITECTURAL SERVICES	INTERIOR DETAILS		CONCOURSE SHEET 01	AR57L101	SFS-COX-01-DR-AR57L101	INTERIOR DETAILS - CONCOURSE SHEET 01		SYDNEY	INTERIORS			1	2	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	57	L1	~02	ARCHITECTURAL SERVICES	INTERIOR DETAILS		CONCOURSE SHEET 02	AR57L102	SFS-COX-01-DR-AR57L102	INTERIOR DETAILS - CONCOURSE SHEET 02		SYDNEY	INTERIORS			1	2	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	57	L1	~03	ARCHITECTURAL SERVICES	INTERIOR DETAILS		CONCOURSE SHEET 03	AR57L103	SFS-COX-01-DR-AR57L103	INTERIOR DETAILS - CONCOURSE SHEET 03		SYDNEY	INTERIORS			1	2	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	57	L1	~04	ARCHITECTURAL SERVICES	INTERIOR DETAILS		CONCOURSE SHEET 04	AR57L104	SFS-COX-01-DR-AR57L104	INTERIOR DETAILS - CONCOURSE SHEET 04		SYDNEY	INTERIORS			1	2	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	57	L1	~05	ARCHITECTURAL SERVICES	INTERIOR DETAILS		CONCOURSE SHEET 05	AR57L105	SFS-COX-01-DR-AR57L105	INTERIOR DETAILS - CONCOURSE SHEET 05		SYDNEY	INTERIORS			1	2	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	57	L1	~06	ARCHITECTURAL SERVICES	INTERIOR DETAILS		CONCOURSE SHEET 06	AR57L106	SFS-COX-01-DR-AR57L106	INTERIOR DETAILS - CONCOURSE SHEET 06		SYDNEY	INTERIORS			1	2	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	57	L1	~07	ARCHITECTURAL SERVICES	INTERIOR DETAILS		CONCOURSE SHEET 07	AR57L107	SFS-COX-01-DR-AR57L107	INTERIOR DETAILS - CONCOURSE SHEET 07		SYDNEY	INTERIORS			1	2	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	57	L1	~08	ARCHITECTURAL SERVICES	INTERIOR DETAILS		CONCOURSE SHEET 08	AR57L108	SFS-COX-01-DR-AR57L108	INTERIOR DETAILS - CONCOURSE SHEET 08		SYDNEY	INTERIORS			1	2	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	57	L1	~09	ARCHITECTURAL SERVICES	INTERIOR DETAILS		CONCOURSE SHEET 09	AR57L109	SFS-COX-01-DR-AR57L109	INTERIOR DETAILS - CONCOURSE SHEET 09		SYDNEY	INTERIORS			1	2	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	57	L1	~10	ARCHITECTURAL SERVICES	INTERIOR DETAILS		CONCOURSE SHEET 10	AR57L110	SFS-COX-01-DR-AR57L110	INTERIOR DETAILS - CONCOURSE SHEET 10		SYDNEY	INTERIORS			1	2	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	57	L2	~01	ARCHITECTURAL SERVICES	INTERIOR DETAILS		LEVEL 2 SHEET 01	AR57L201	SFS-COX-01-DR-AR57L201	INTERIOR DETAILS - LEVEL 2 SHEET 01		SYDNEY	INTERIORS			1	2	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	57	L2	~02	ARCHITECTURAL SERVICES	INTERIOR DETAILS		LEVEL 2 SHEET 02	AR57L202	SFS-COX-01-DR-AR57L202	INTERIOR DETAILS - LEVEL 2 SHEET 02		SYDNEY	INTERIORS			1	2	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	57	L2	~03	ARCHITECTURAL SERVICES	INTERIOR DETAILS		LEVEL 2 SHEET 03	AR57L203	SFS-COX-01-DR-AR57L203	INTERIOR DETAILS - LEVEL 2 SHEET 03		SYDNEY	INTERIORS			1	2	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	57	L2	~04	ARCHITECTURAL SERVICES	INTERIOR DETAILS		LEVEL 2 SHEET 04	AR57L204	SFS-COX-01-DR-AR57L204	INTERIOR DETAILS - LEVEL 2 SHEET 04		SYDNEY	INTERIORS			1	2	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	57	L2	~05	ARCHITECTURAL SERVICES	INTERIOR DETAILS		LEVEL 2 SHEET 05	AR57L205	SFS-COX-01-DR-AR57L205	INTERIOR DETAILS - LEVEL 2 SHEET 05		SYDNEY	INTERIORS			1	2	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	57	L2	~06	ARCHITECTURAL SERVICES	INTERIOR DETAILS		LEVEL 2 SHEET 06	AR57L206	SFS-COX-01-DR-AR57L206	INTERIOR DETAILS - LEVEL 2 SHEET 06		SYDNEY	INTERIORS			1	2	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	57	L2	~07	ARCHITECTURAL SERVICES	INTERIOR DETAILS		LEVEL 2 SHEET 07	AR57L207	SFS-COX-01-DR-AR57L207	INTERIOR DETAILS - LEVEL 2 SHEET 07		SYDNEY	INTERIORS			1	2	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	57	L2	~08	ARCHITECTURAL SERVICES	INTERIOR DETAILS		LEVEL 2 SHEET 08	AR57L208	SFS-COX-01-DR-AR57L208	INTERIOR DETAILS - LEVEL 2 SHEET 08		SYDNEY	INTERIORS			1	2	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	57	L2	~09	ARCHITECTURAL SERVICES	INTERIOR DETAILS		LEVEL 2 SHEET 09	AR57L209	SFS-COX-01-DR-AR57L209	INTERIOR DETAILS - LEVEL 2 SHEET 09		SYDNEY	INTERIORS			1	2	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	57	L2	~10	ARCHITECTURAL SERVICES	INTERIOR DETAILS		LEVEL 2 SHEET 10	AR57L210	SFS-COX-01-DR-AR57L210	INTERIOR DETAILS - LEVEL 2 SHEET 10		SYDNEY	INTERIORS			1	2	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	57	L2	~11	ARCHITECTURAL SERVICES	INTERIOR DETAILS		LEVEL 2 SHEET 11	AR57L211	SFS-COX-01-DR-AR57L211	INTERIOR DETAILS - LEVEL 2 SHEET 11		SYDNEY	INTERIORS			1	2	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	57	L2	~12	ARCHITECTURAL SERVICES	INTERIOR DETAILS		LEVEL 2 SHEET 12	AR57L212	SFS-COX-01-DR-AR57L212	INTERIOR DETAILS - LEVEL 2 SHEET 12		SYDNEY	INTERIORS			1	2	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	57	L3	~01	ARCHITECTURAL SERVICES	INTERIOR DETAILS		LEVEL 3 SHEET 01	AR57L301	SFS-COX-01-DR-AR57L301	INTERIOR DETAILS - LEVEL 3 SHEET 01		SYDNEY	INTERIORS			1	2	100	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	57	L3	~02	ARCHITECTURAL SERVICES	INTERIOR DETAILS		LEVEL 3 SHEET 02	AR57L302	SFS-COX-01-DR-AR57L302	INTERIOR DETAILS - LEVEL 3 SHEET 02		SYDNEY	INTERIORS			1	2	100	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	57	L3	~03	ARCHITECTURAL SERVICES	INTERIOR DETAILS		LEVEL 3 SHEET 03	AR57L303	SFS-COX-01-DR-AR57L303	INTERIOR DETAILS - LEVEL 3 SHEET 03		SYDNEY	INTERIORS			1	2	100	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	57	L3	~04	ARCHITECTURAL SERVICES	INTERIOR DETAILS		LEVEL 3 SHEET 04	AR57L304	SFS-COX-01-DR-AR57L304	INTERIOR DETAILS - LEVEL 3 SHEET 04		SYDNEY	INTERIORS			1	2	100	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	57	L3	~05	ARCHITECTURAL SERVICES	INTERIOR DETAILS		LEVEL 3 SHEET 05	AR57L305	SFS-COX-01-DR-AR57L305	INTERIOR DETAILS - LEVEL 3 SHEET 05		SYDNEY	INTERIORS			1	2	100	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	57	L4	~01	ARCHITECTURAL SERVICES	INTERIOR DETAILS		LEVEL 4 SHEET 01	AR57L401	SFS-COX-01-DR-AR57L401	INTERIOR DETAILS - LEVEL 4 SHEET 01		SYDNEY	INTERIORS			1	2	100	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	01-99 - Default Sequence															X						
